id_tran,mes,prima,cliente,productos,red
23224,11,424.54,R4393905BH,145A,sucursal8
23225,2,323.21,E2005732PV,145A,sucursal8
23226,12,257.37,X4158382YK,145A,sucursal6
23227,7,433.89,K3937786QU,145A,sucursal5
23228,11,353.82,Y4615531DF,145A,sucursal1
23229,9,407.32,Z4411843DC,145A,sucursal8
23230,8,335.61,K2305764HZ,145A,sucursal8
23231,2,343.7,E3487610NH,145A,sucursal4
23232,3,562.52,Y3590249KU,145A,sucursal2
23233,3,379.46,I3174648RL,145A,sucursal10
23234,12,369.01,U3960657CR,145A,sucursal10
23235,2,307.62,H4624926EX,145A,sucursal8
23236,12,353.32,S3873224NX,145A,sucursal6
23237,9,310.8,X1829135WD,145A,sucursal5
23238,11,432.33,D4435659FX,145A,sucursal8
23239,5,272.37,W2328400VB,145A,sucursal1
23240,2,285.84,I3493317LB,145A,sucursal1
23241,9,431.52,B2588309CV,145A,sucursal2
23242,5,432.8,R2593928XC,145A,sucursal4
23243,7,344.83,J1645080NF,145A,sucursal1
23244,4,343.25,Z2025347ZI,145A,sucursal7
23245,3,169.37,N4539284FD,145A,Canalonline
23246,4,162.78,F3659891GI,145A,Canalonline
23247,5,313.06,M3345024WP,145A,sucursal6
23248,5,329.5,A4847564GQ,145A,sucursal3
23249,9,321.85,J4809817EH,145A,sucursal4
23250,1,412.55,Q2676902HZ,145A,sucursal2
23251,9,191.69,T3286504HS,145A,Canalonline
23252,7,324.92,C4706993VY,145A,sucursal2
23253,3,220.37,F3332969CZ,145A,Canalonline
23254,10,424.37,K4169607WD,145A,sucursal8
23255,7,857.53,D1909436KF,145A,sucursal8
23256,12,347.01,Q1918620BX,145A,sucursal2
23257,5,330.09,W3713001NT,145A,sucursal6
23258,5,257.74,E2839252BR,145A,sucursal5
23259,2,386.55,O2549317JD,145A,sucursal6
23260,9,309.67,L4770463KX,145A,sucursal5
23261,10,340.25,V4260364ST,145A,sucursal8
23262,2,532.6,A3761691UP,145A,sucursal5
23263,4,314.73,Z4150818CP,145A,sucursal4
23264,6,344.49,Q2228378PG,145A,sucursal3
23265,8,333.39,O1664551WT,145A,sucursal9
23266,12,322.76,D4580472GW,145A,sucursal7
23267,11,277.91,U4500570UV,145A,sucursal5
23268,3,296.91,P4831034BM,145A,sucursal8
23269,12,483.33,P3331139AI,145A,sucursal6
23270,9,318.64,L1931386ZI,145A,sucursal2
23271,6,375.87,C4656521WM,145A,sucursal8
23272,12,289.18,K2495957KK,145A,sucursal5
23273,12,380.12,Z1899706MJ,145A,sucursal2
23274,12,406.62,J2993846SG,145A,sucursal5
23275,10,354.84,N2001279RB,145A,sucursal5
23276,7,267.06,L1769101WB,145A,sucursal6
23277,8,383.4,G4888989JN,145A,sucursal8
23278,5,295.19,R3520618JX,145A,sucursal7
23279,10,219.63,V4115923EY,145A,Canalonline
23280,9,347.21,A4602818LB,145A,sucursal5
23281,3,248.99,F1710627FR,145A,sucursal8
23282,1,372.17,O3086220EI,145A,sucursal6
23283,2,387.09,P3878535CC,145A,sucursal1
23284,5,367.56,K4191293KB,145A,sucursal8
23285,1,316.02,S4847311LZ,145A,sucursal1
23286,6,333.74,A2262101FV,145A,sucursal6
23287,7,777.48,C4741242VL,145A,sucursal7
23288,5,410.16,R2097044WT,145A,sucursal1
23289,4,389.16,H1811779XQ,145A,sucursal3
23290,1,255.77,K4347525YW,145A,sucursal5
23291,8,414.24,B4356590WW,145A,sucursal3
23292,9,250.03,N4752880IC,145A,sucursal8
23293,8,362.86,J4093998PY,145A,sucursal1
23294,10,391.29,A2488104WD,145A,sucursal5
23295,11,331.04,L1504872UD,145A,sucursal3
23296,8,318.3,M3460363ST,145A,sucursal9
23297,12,348.56,W2807352HN,145A,sucursal4
23298,10,800.73,Y4275479CD,145A,sucursal5
23299,12,370.88,Y3585806SZ,145A,sucursal1
23300,3,457.45,K2644537TK,145A,sucursal9
23301,3,425.03,K2233854HL,145A,sucursal5
23302,2,382.05,Q1710090YH,145A,sucursal8
23303,5,430.65,U1892017JI,145A,sucursal6
23304,6,339.64,S3542262CP,145A,sucursal6
23305,3,331.93,J2461730GM,145A,sucursal2
23306,2,381.32,S4774132BP,145A,sucursal8
23307,4,313.67,T2413685VQ,145A,sucursal5
23308,2,346.15,F2229855FN,145A,sucursal1
23309,3,305.52,B4765454VS,145A,sucursal1
23310,6,377.73,M2461312FF,145A,sucursal8
23311,2,436.53,K4381300CW,145A,sucursal4
23312,7,374.82,V2436528SU,145A,sucursal2
23313,11,267.36,H2076031RD,145A,sucursal5
23314,12,616.11,I3389958VU,145A,sucursal8
23315,9,394.9,A2215874MM,145A,sucursal4
23316,3,355.39,T1785764DH,145A,sucursal5
23317,6,365.89,P3143328IC,145A,sucursal10
23318,10,326.45,E4339748LX,145A,sucursal2
23319,7,358.21,K3385488JD,145A,sucursal2
23320,7,426.44,B3240543WN,145A,sucursal2
23321,3,356.71,K4177896BP,145A,sucursal6
23322,11,252.24,H3833370QL,145A,sucursal5
23323,2,307.19,F2628815DT,145A,sucursal3
23324,6,267.2,W4332351YT,145A,sucursal1
23325,11,257.88,I1853687IX,145A,sucursal6
23326,5,330.63,E4342703IL,145A,sucursal3
23327,7,373.04,M2502941SY,145A,sucursal5
23328,10,441.4,G2789881OB,145A,sucursal1
23329,8,359.36,F3057465VJ,145A,sucursal5
23330,5,370.67,D2186595CC,145A,sucursal3
23331,2,286.19,R4018495NF,145A,sucursal8
23332,6,468.87,K1997809MI,145A,sucursal5
23333,6,329.51,Y2334906CX,145A,sucursal4
23334,3,600.16,N3966248RQ,145A,sucursal5
23335,4,363.7,P3440875KW,145A,sucursal6
23336,9,365.47,G2797420ZO,145A,sucursal3
23337,4,270.71,O4787363YQ,145A,sucursal9
23338,2,565.86,N4899982XV,145A,sucursal4
23339,12,379.36,N4690372SR,145A,sucursal3
23340,10,341.11,N3126109FW,145A,sucursal5
23341,3,392.44,Q2917631VV,145A,sucursal5
23342,7,194.26,G3972875KD,145A,Canalonline
23343,3,463.43,K2402620ZA,145A,sucursal6
23344,9,378.24,W2226458NK,145A,sucursal6
23345,3,221.74,I4085175SS,145A,Canalonline
23346,12,255.66,T2973818DS,145A,sucursal1
23347,12,490.9,Y3592919QG,145A,sucursal5
23348,9,370,G2417790SH,145A,sucursal7
23349,2,471.03,R4241563LO,145A,sucursal3
23350,11,307.14,O1895528KQ,145A,sucursal3
23351,8,306.19,W4577799ZZ,145A,sucursal5
23352,7,239.51,L4461350TB,145A,Canalonline
23353,9,201.2,I3157515RQ,145A,Canalonline
23354,9,438.41,K1800669TM,145A,sucursal5
23355,9,464.23,A4040625CA,145A,sucursal6
23356,8,318.41,J3602770TB,145A,sucursal2
23357,10,377.62,J3667997UR,145A,sucursal1
23358,4,456.72,C4089597MG,145A,sucursal4
23359,4,266.44,K3573481QV,145A,sucursal3
23360,5,174.63,M3422635MP,145A,Canalonline
23361,11,316.6,K1893849LH,145A,sucursal1
23362,11,430.99,L2290929WG,145A,sucursal1
23363,3,466.72,O3257462QO,145A,sucursal7
23364,7,441.25,I4231922BO,145A,sucursal6
23365,9,322.87,F4224893DE,145A,sucursal6
23366,1,294.52,U3349580NY,145A,Canalonline
23367,10,379.52,T2142393IW,145A,sucursal4
23368,11,214.84,Z4024569VA,145A,Canalonline
23369,4,395.54,M4591408OS,145A,sucursal1
23370,7,307.62,U4659172UH,145A,sucursal7
23371,12,266,G4663078BY,145A,sucursal3
23372,5,462.53,J4684273RG,145A,sucursal4
23373,7,413.1,Y3018082IG,145A,sucursal5
23374,10,342.96,U3924197EO,145A,sucursal1
23375,12,213.26,N3958942PF,145A,Canalonline
23376,7,481.68,G2772016QO,145A,sucursal5
23377,7,500.83,I4291220UD,145A,sucursal8
23378,3,423.49,A1649877TS,145A,sucursal10
23379,3,396.52,L2927059KJ,145A,sucursal5
23380,10,243.75,V4181408AZ,145A,Canalonline
23381,5,135.4,B1564576BH,145A,Canalonline
23382,12,504.68,I4185367WO,145A,sucursal8
23383,2,317.63,N3132446VX,145A,sucursal2
23384,3,561.12,N1744312IS,145A,sucursal2
23385,6,383.3,Y3252821DW,145A,sucursal5
23386,5,522.63,F3890031OK,145A,sucursal5
23387,7,313.19,I3800863AS,145A,sucursal3
23388,9,243.85,W1814678OQ,145A,sucursal3
23389,2,280.14,T3055111DU,145A,sucursal4
23390,10,286.57,Q2245872RK,145A,sucursal3
23391,4,288.13,V4784045QO,145A,sucursal6
23392,8,346.74,X3127166LH,145A,sucursal4
23393,7,368.44,U3793269EF,145A,sucursal2
23394,12,429.15,I4550243WJ,145A,sucursal2
23395,12,354.31,J4131104XT,145A,sucursal1
23396,3,342.15,P2026603PL,145A,sucursal5
23397,1,409.8,I2655011VC,145A,sucursal3
23398,5,417.76,N1998975FU,145A,sucursal4
23399,7,566.62,B3838038ER,145A,sucursal2
23400,7,333.04,A3284751WU,145A,sucursal1
23401,10,418.84,F2330076JL,145A,sucursal3
23402,6,273.07,A3701710XW,145A,Canalonline
23403,5,331.83,W3839632SQ,145A,sucursal9
23404,3,387.99,U3601001NU,145A,sucursal8
23405,8,201.46,N2689509RF,145A,Canalonline
23406,12,327.13,K2670561KP,145A,sucursal2
23407,7,329.89,E2695576ZY,145A,sucursal5
23408,12,264.77,W4748225OQ,145A,sucursal2
23409,11,292.79,J2038645YF,145A,sucursal2
23410,5,351.93,I2915717FQ,145A,sucursal1
23411,4,475.46,B4884720DA,145A,sucursal8
23412,2,357.16,X1556266WE,145A,sucursal8
23413,1,296.28,I2357937CR,145A,sucursal6
23414,7,384.42,B2359082QO,145A,sucursal5
23415,8,325.04,A1844842WO,145A,sucursal8
23416,2,434.48,P2028084ED,145A,sucursal7
23417,10,400.07,X4837512KJ,145A,sucursal1
23418,9,364.41,O3812193FU,145A,sucursal1
23419,7,392.7,P4069235DO,145A,sucursal4
23420,9,442.23,U4328357NH,145A,sucursal6
23421,4,334.37,F2747758HI,145A,sucursal6
23422,4,394.72,V3890861PU,145A,sucursal5
23423,7,278.19,G4369273OX,145A,sucursal3
23424,1,300.37,H4445890FO,145A,sucursal8
23425,10,233.01,M2278687VO,145A,Canalonline
23426,10,325.11,U2553865ZB,145A,sucursal7
23427,7,491.44,E3897785EY,145A,sucursal3
23428,12,428.64,K4544183QB,145A,sucursal5
23429,10,394.46,I3437959DU,145A,sucursal8
23430,2,234.54,M3045395IY,145A,sucursal3
23431,9,475.31,K2288695RF,145A,sucursal1
23432,9,330.04,T3000215GU,145A,sucursal7
23433,10,209.05,O4107170AC,145A,Canalonline
23434,11,312.81,L4544740QA,145A,sucursal2
23435,10,340.24,J4698452JU,145A,sucursal5
23436,10,455.52,V2858366KF,145A,sucursal1
23437,6,389.03,C2852039RF,145A,sucursal9
23438,3,392.81,K2114475JM,145A,sucursal6
23439,5,434.78,G2408387KD,145A,sucursal3
23440,2,322.78,I2320446AJ,145A,sucursal6
23441,9,310.06,G4769545AT,145A,sucursal4
23442,8,384.98,Z2488351IT,145A,sucursal5
23443,10,302.98,T4493346PO,145A,sucursal1
23444,12,182.11,X2126138QD,145A,Canalonline
23445,12,425.98,Z1840291IB,145A,sucursal7
23446,3,579.14,T2834408SY,145A,sucursal5
23447,7,378,E4366539VI,145A,sucursal6
23448,7,539.04,Q4697229AT,145A,sucursal3
23449,5,366.54,D2964926UA,145A,sucursal1
23450,1,414.67,O2353196IT,145A,sucursal2
23451,5,415.19,D3649954QU,145A,sucursal2
23452,9,235.28,R1548704WY,145A,Canalonline
23453,11,200.31,O1966226GG,145A,Canalonline
23454,9,412.01,Q4648017PE,145A,sucursal3
23455,7,373.75,V2914553VZ,145A,sucursal4
23456,2,383.68,G2428478HQ,145A,sucursal8
23457,1,506.68,I4442782FT,145A,sucursal5
23458,12,340.48,R4336512ID,145A,sucursal2
23459,7,478.17,Z1724869RQ,145A,sucursal6
23460,12,264.44,L3119628IU,145A,sucursal10
23461,4,342.41,N4120221PF,145A,sucursal9
23462,5,350.54,I3182380MI,145A,sucursal8
23463,3,163.68,Q3256714JF,145A,Canalonline
23464,6,544.17,Z4586975MS,145A,sucursal4
23465,1,343.08,H3582000WN,145A,sucursal6
23466,11,377.86,H3003728KL,145A,sucursal9
23467,6,356.36,Y2951859FX,145A,sucursal8
23468,11,303.08,T4173560YL,145A,sucursal8
23469,10,427.3,J2174533EU,145A,sucursal3
23470,7,271.57,V2026611ZJ,145A,sucursal3
23471,8,414.44,X4319803QF,145A,sucursal5
23472,12,261.24,M4494143NP,145A,sucursal1
23473,11,285.33,Z3970821ZA,145A,sucursal7
23474,5,304.18,Q4480534DN,145A,sucursal8
23475,7,418.24,M4072114NX,145A,sucursal6
23476,8,238.11,R2700109RV,145A,Canalonline
23477,3,354.55,N3209549AO,145A,sucursal10
23478,12,334.28,P2782785QY,145A,sucursal4
23479,10,569.47,E4648739BH,145A,sucursal8
23480,2,306.42,Y1891995EK,145A,sucursal8
23481,8,374.38,F2187582EM,145A,sucursal2
23482,1,334.58,J4139178ZS,145A,sucursal1
23483,5,400.31,S2229293YE,145A,sucursal4
23484,9,243.5,Y2280252XF,145A,sucursal5
23485,1,389.06,H1952133LL,145A,sucursal7
23486,5,300.05,D2439537IA,145A,sucursal5
23487,1,137.01,D2020987BY,145A,Canalonline
23488,3,280.74,Z4660039KR,145A,sucursal8
23489,7,430.99,L4596974YC,145A,sucursal1
23490,10,255.97,L2297289OY,145A,sucursal9
23491,11,279.98,Z4290995WN,145A,sucursal1
23492,4,379.24,N1599194IK,145A,sucursal1
23493,9,457.98,Z2758532JG,145A,sucursal4
23494,9,537.57,K3559813NP,145A,sucursal3
23495,7,271.23,Z4273668KN,145A,sucursal3
23496,12,406.54,V4628657CG,145A,sucursal8
23497,9,416.37,Z3358974TX,145A,sucursal5
23498,11,279.45,V3307306GW,145A,sucursal5
23499,3,321.32,E4409203UJ,145A,sucursal9
23500,2,604.34,Z4463000AX,145A,sucursal5
23501,9,453.82,D4721645EU,145A,sucursal1
23502,8,284.24,V4569631BY,145A,sucursal7
23503,1,515.75,G3925588XN,145A,sucursal6
23504,12,332.6,B3176850PY,145A,sucursal8
23505,11,376.84,Y4449339EW,145A,sucursal3
23506,5,390.55,D4418012CI,145A,sucursal7
23507,10,350.77,S4253399XH,145A,sucursal7
23508,4,408.21,Y4122802JJ,145A,sucursal6
23509,3,142.39,R3230526JX,145A,Canalonline
23510,12,435.83,G3771254OD,145A,sucursal9
23511,12,449.33,B4611639GK,145A,sucursal2
23512,6,279.42,C4198976GU,145A,sucursal7
23513,1,443.89,M3490755SQ,145A,sucursal8
23514,8,298.95,R3709447GS,145A,sucursal5
23515,12,410.58,T4559196RF,145A,sucursal5
23516,2,329.14,A1625270SS,145A,sucursal3
23517,1,467.28,G2076203RX,145A,sucursal3
23518,7,340.36,R2138861HS,145A,sucursal8
23519,9,327.03,W1615830QO,145A,sucursal3
23520,9,353.52,A2969205MN,145A,sucursal6
23521,5,401.82,E2111037OC,145A,sucursal8
23522,7,359.19,T3415016XZ,145A,sucursal3
23523,1,370.51,H2334557LP,145A,sucursal7
23524,11,371.88,E3597882WM,145A,sucursal3
23525,3,374.87,G1545168SJ,145A,sucursal3
23526,5,233.1,L2821900ER,145A,sucursal1
23527,8,417.35,C2926475RX,145A,sucursal1
23528,9,439.06,F4236090YQ,145A,sucursal9
23529,4,383.3,L2999932YZ,145A,sucursal3
23530,10,255.61,D3730436NI,145A,sucursal7
23531,3,396.54,W2337735UQ,145A,sucursal2
23532,4,280.35,M2850962DL,145A,sucursal8
23533,8,268.23,A1711817JC,145A,sucursal9
23534,10,249.95,G4077035TA,145A,sucursal8
23535,12,439.87,A4654707BR,145A,sucursal9
23536,7,360.02,G3381040MJ,145A,sucursal6
23537,3,417.79,P4127695HZ,145A,sucursal5
23538,6,123.54,L2505052QJ,145A,sucursal9
23539,10,465.92,A3996897MK,145A,sucursal8
23540,12,669.06,U2617577FM,145A,Canalonline
23541,6,360.84,A1735142OK,145A,sucursal8
23542,10,288.59,G2839862NR,145A,sucursal2
23543,1,459.02,P3916759PC,145A,sucursal3
23544,7,384.45,N4705872MC,145A,sucursal4
23545,2,236.66,K4888369CR,145A,sucursal3
23546,3,314.85,L1678821RI,145A,sucursal7
23547,7,309.76,A4757777GH,145A,sucursal8
23548,7,125.04,X4432739QP,145A,Canalonline
23549,1,305.48,P2162119MO,145A,sucursal5
23550,12,340.83,L4276008KP,145A,sucursal10
23551,2,364.57,T2181938UJ,145A,sucursal7
23552,8,438.98,G3836645DK,145A,sucursal6
23553,5,298.17,S4263447QZ,145A,sucursal2
23554,9,454.51,Q4437465HI,145A,sucursal9
23555,2,169.85,B2990696OL,145A,sucursal1
23556,2,374.92,N2489800ZS,145A,sucursal5
23557,10,360.86,G3693141ZP,145A,sucursal8
23558,12,302.49,Q4282818LR,145A,sucursal1
23559,11,217.75,K4556334LQ,145A,Canalonline
23560,8,516.1,U4210044ZB,145A,sucursal2
23561,2,348.59,P3687814ZU,145A,sucursal3
23562,9,380.23,J3554580BB,145A,sucursal5
23563,8,361.3,T2071526BA,145A,sucursal6
23564,5,368.43,I2473441YI,145A,sucursal6
23565,3,373.13,L2799866DG,145A,sucursal9
23566,9,428.75,L3859745DY,145A,sucursal8
23567,3,296.82,J2774478HP,145A,sucursal10
23568,8,557.01,B3305848DC,145A,sucursal6
23569,10,526.52,Y3267545ZC,145A,sucursal8
23570,11,264.41,O2157882ID,145A,sucursal6
23571,10,286.48,X1960226GM,145A,sucursal8
23572,4,251.85,K2332873AL,145A,sucursal10
23573,6,400.22,G4171047IE,145A,sucursal7
23574,7,242.92,V2724591PC,145A,sucursal4
23575,4,486.99,T2711796VO,145A,sucursal5
23576,6,436.26,R2095642LT,145A,sucursal5
23577,6,200.67,H3723920UF,145A,sucursal8
23578,4,292.61,S2681036NC,145A,sucursal5
23579,3,400.08,R4306259LB,145A,sucursal6
23580,5,379.66,P2824214GX,145A,sucursal1
23581,8,635.76,M4785776OP,145A,sucursal6
23582,6,269.27,E2544433MB,145A,sucursal7
23583,12,340.46,F3116840KJ,145A,sucursal7
23584,9,318.27,E4712850YB,145A,sucursal5
23585,3,336.09,J4054145VD,145A,sucursal5
23586,3,313.69,T4670936GS,145A,sucursal1
23587,10,373.55,E2078434BA,145A,sucursal1
23588,11,362.12,K1545509SP,145A,sucursal4
23589,2,339.43,N2862555QE,145A,sucursal5
23590,12,515.22,O2815276WV,145A,sucursal10
23591,4,283.74,P2499598WW,145A,sucursal5
23592,6,334.61,S4509749UT,145A,sucursal9
23593,12,395.59,U4710253LA,145A,sucursal7
23594,5,350.55,N4402111HN,145A,sucursal8
23595,3,351.75,F1905427AZ,145A,sucursal8
23596,12,279.66,G3722084OU,145A,Canalonline
23597,3,389.21,C2761372OC,145A,sucursal8
23598,10,234.95,A4164413MO,145A,sucursal8
23599,3,200.57,M4850317LK,145A,Canalonline
23600,3,336.74,G1792279SN,145A,sucursal10
23601,6,130.5,A4531622XC,145A,Canalonline
23602,4,388.6,H3606930KI,145A,sucursal8
23603,11,252.78,O3913749XP,145A,sucursal6
23604,11,377.44,B4386479QY,145A,sucursal6
23605,3,296,K2975211TB,145A,sucursal4
23606,10,216.85,X4600896RF,145A,sucursal9
23607,6,337.85,K2890396KD,145A,sucursal8
23608,7,163.82,J3405166XF,145A,Canalonline
23609,11,336.36,S3372541OO,145A,sucursal1
23610,3,158.68,S2614141TH,145A,Canalonline
23611,12,440.53,V4044124CB,145A,sucursal8
23612,12,413.05,L1884690UH,145A,sucursal6
23613,9,311.65,I4001397YB,145A,sucursal6
23614,9,354.74,V2665818FQ,145A,sucursal8
23615,9,399.66,F2220243DT,145A,sucursal8
23616,8,406.24,R3652961EJ,145A,sucursal8
23617,9,326.82,D4582663YZ,145A,sucursal8
23618,6,394.85,D3120254RX,145A,sucursal3
23619,11,407.66,T1602083MB,145A,sucursal3
23620,2,360.26,W1578699KC,145A,sucursal6
23621,6,469.09,K2457846AO,145A,sucursal6
23622,11,291.83,B2058256FL,145A,sucursal6
23623,7,386.5,T4691586LI,145A,sucursal8
23624,11,332.88,T3023860TC,145A,sucursal5
23625,3,412.28,B2536182MT,145A,sucursal5
23626,6,412.03,A1500471SD,145A,sucursal4
23627,1,278.51,F2964122XA,145A,sucursal2
23628,7,470.18,R4241827IH,145A,sucursal1
23629,12,339.13,U4253418GH,145A,sucursal3
23630,11,229.4,T4170938QN,145A,Canalonline
23631,7,397.53,L3768684XM,145A,sucursal8
23632,3,272.81,C2327375XZ,145A,sucursal5
23633,8,313.9,A3546617BG,145A,sucursal3
23634,9,393.1,Y2981486FF,145A,sucursal3
23635,2,345.9,N2094431VC,145A,sucursal8
23636,4,379.8,I2014711JR,145A,sucursal8
23637,9,392.95,Q4834922WI,145A,sucursal4
23638,10,395.67,D2420731JY,145A,sucursal6
23639,6,595.06,O4813491BJ,145A,sucursal6
23640,11,255.88,Y4272093EG,145A,sucursal8
23641,3,295.95,M2394302JU,145A,sucursal9
23642,6,454.52,I2542839UZ,145A,sucursal1
23643,1,326.52,J1971420FV,145A,sucursal1
23644,12,270.57,R2029918PD,145A,sucursal2
23645,4,315.63,O4584177EQ,145A,Canalonline
23646,12,457.65,U3410724KD,145A,sucursal8
23647,12,259.44,Q4548993GN,145A,sucursal8
23648,12,469.7,J2638369XM,145A,sucursal2
23649,11,266.78,H1637038YK,145A,sucursal4
23650,4,448.39,U3981504ME,145A,sucursal4
23651,10,352.2,H3742296QF,145A,sucursal2
23652,10,390.33,K4255223TO,145A,sucursal10
23653,11,187.27,C3601779EX,145A,Canalonline
23654,7,361.23,J4641048YS,145A,sucursal8
23655,3,373.32,A3481890BA,145A,sucursal1
23656,12,342.33,G4129941AV,145A,sucursal6
23657,6,331.95,T3797412GA,145A,sucursal2
23658,1,383.19,S2075274CC,145A,sucursal6
23659,10,400.73,Z2735359OT,145A,sucursal2
23660,10,497.33,W4839318OF,145A,sucursal10
23661,12,477.4,T4885110UW,145A,sucursal1
23662,3,271.18,Y1892240XC,145A,Canalonline
23663,8,262.67,O3607595VZ,145A,sucursal7
23664,10,308.97,C3092544DJ,145A,sucursal4
23665,3,735.23,K3058457CG,145A,Canalonline
23666,9,873.61,P4202065JA,145A,sucursal7
23667,3,363.49,X4348260NU,145A,sucursal2
23668,5,371.15,J3229350OB,145A,sucursal5
23669,7,518.76,C1865583ZL,145A,sucursal2
23670,3,396.51,B1935926SX,145A,sucursal8
23671,3,402.54,Z2962755IX,145A,sucursal6
23672,2,334.58,F3126865CK,145A,sucursal8
23673,1,444.93,R3819574XK,145A,sucursal5
23674,11,484.15,M2477085IO,145A,sucursal8
23675,10,386.84,F2202770WY,145A,sucursal10
23676,3,383.45,T2625953YP,145A,sucursal3
23677,3,285.42,G2744793PF,145A,sucursal10
23678,5,453.57,X2237585PU,145A,sucursal5
23679,8,357.11,K4843384YE,145A,sucursal5
23680,11,322.59,X4171388TF,145A,sucursal9
23681,5,257.7,E1876770BI,145A,sucursal5
23682,2,396.65,F3799746WC,145A,sucursal8
23683,10,319.4,O2570369ZJ,145A,sucursal3
23684,7,451.94,C3103536UG,145A,sucursal6
23685,7,324.69,B3051631UO,145A,sucursal1
23686,4,205.86,H3814493GO,145A,Canalonline
23687,2,259.11,I2629125IJ,145A,sucursal10
23688,12,291.52,Z3107365PP,145A,sucursal3
23689,10,273.28,R3047514YW,145A,sucursal8
23690,12,464.07,D3048463CC,145A,sucursal4
23691,12,407.92,B2174854RX,145A,sucursal2
23692,4,235.31,T1715427MJ,145A,sucursal10
23693,1,442.54,N3660136BA,145A,sucursal1
23694,2,206.8,B4256453GT,145A,Canalonline
23695,12,446.69,B2927865TQ,145A,sucursal3
23696,10,334.64,C3891279WW,145A,sucursal5
23697,10,250.5,N3633301CS,145A,sucursal3
23698,7,331.28,H2605819YW,145A,sucursal5
23699,5,343.52,G2938259NM,145A,sucursal7
23700,3,262.54,P1802566MA,145A,sucursal4
23701,9,298.17,T3733483XH,145A,sucursal5
23702,11,346.8,N3306078IG,145A,sucursal5
23703,1,366.84,V4074943EX,145A,sucursal5
23704,8,371.66,D3935893YK,145A,sucursal5
23705,7,282.8,W2598406XB,145A,sucursal8
23706,5,365.83,X4611920GR,145A,sucursal4
23707,9,229.27,O1863686RP,145A,Canalonline
23708,2,296.58,V2370908RT,145A,sucursal2
23709,11,340.74,R4536065SD,145A,sucursal8
23710,4,179.81,J3019502ZU,145A,Canalonline
23711,4,386.83,R2543280LP,145A,sucursal2
23712,3,425.94,A1739090GR,145A,sucursal3
23713,8,515.99,C2595307SU,145A,sucursal8
23714,10,312.85,R4214108RV,145A,sucursal3
23715,5,444.64,J4459916RV,145A,sucursal4
23716,2,371.12,A3852893US,145A,sucursal5
23717,3,336.3,U2582129XV,145A,sucursal10
23718,6,391.31,H2058405JK,145A,sucursal5
23719,3,363.78,X2800443LV,145A,sucursal5
23720,3,406.6,Q4859519UX,145A,sucursal2
23721,3,383.87,V1861383MZ,145A,sucursal9
23722,8,331.69,S2735217FX,145A,sucursal4
23723,9,345.38,X3064792GE,145A,sucursal7
23724,10,581.28,T4366150ZE,145A,sucursal7
23725,3,346.24,L2497913HU,145A,sucursal5
23726,12,470.99,Y3668944VA,145A,sucursal4
23727,2,371.9,P2583554JJ,145A,sucursal1
23728,9,326.58,U2291630JJ,145A,sucursal5
23729,5,249.98,J1646660HA,145A,sucursal1
23730,10,501.92,J3558463UF,145A,sucursal2
23731,2,370.99,J3565778FG,145A,sucursal4
23732,2,432.35,W1954722LL,145A,sucursal7
23733,11,511.37,Q3888982AV,145A,sucursal8
23734,10,69.77,D2977241WD,145A,sucursal3
23735,7,304.72,L2101057RR,145A,sucursal5
23736,11,242.36,E3038021IG,145A,Canalonline
23737,3,269.08,D2562157FZ,145A,sucursal3
23738,12,220.12,Q1918981YD,145A,Canalonline
23739,4,293.45,Y2905847CB,145A,sucursal8
23740,11,356.49,Y1774649XN,145A,sucursal3
23741,6,207.85,T3158752BS,145A,sucursal1
23742,9,377.43,M2607932SE,145A,sucursal1
23743,10,164.86,I2394279UG,145A,Canalonline
23744,11,297.41,I2112968LM,145A,sucursal4
23745,8,436.82,F4774954AO,145A,sucursal2
23746,4,334.74,P1986354IC,145A,sucursal6
23747,6,250.99,Y3418504RZ,145A,sucursal10
23748,7,447.26,T3691953BS,145A,sucursal8
23749,2,444.96,Z4242066PU,145A,sucursal7
23750,12,352.52,M4620595HF,145A,sucursal8
23751,3,339.96,W4442237QB,145A,sucursal6
23752,3,331.19,J3560428GA,145A,sucursal1
23753,11,312.77,F2765463DN,145A,sucursal5
23754,4,357.57,T3612998ED,145A,sucursal6
23755,12,166.21,M4036623YF,145A,Canalonline
23756,5,468.8,H1871791GM,145A,sucursal3
23757,8,446.99,A3118499ZG,145A,sucursal6
23758,3,281.25,Y1572638EC,145A,sucursal5
23759,6,298.14,T3131030QF,145A,sucursal10
23760,6,376.96,Y2282506ZD,145A,sucursal7
23761,2,327.84,V1710265DT,145A,sucursal8
23762,4,346.03,S2564249ER,145A,sucursal5
23763,1,306.68,C1697054MK,145A,sucursal3
23764,1,530.63,I4115657BQ,145A,sucursal2
23765,10,878.51,R3477497UI,145A,sucursal9
23766,8,289.37,M2463225SH,145A,sucursal9
23767,5,382.56,G2504982MS,145A,sucursal6
23768,12,389.46,I2520129DD,145A,sucursal7
23769,3,258.97,T2873472MK,145A,sucursal5
23770,6,296.75,O3209899YN,145A,sucursal7
23771,4,376.91,U1695077VD,145A,sucursal5
23772,6,374.08,B2281774NA,145A,sucursal8
23773,3,494.1,Q3684119AM,145A,sucursal1
23774,2,308.84,T1590555MG,145A,sucursal8
23775,3,336.26,T1516503XD,145A,sucursal1
23776,3,320.04,G3149659DO,145A,sucursal8
